Z,N,A,BindingEnergy_MeV_per_nucleon,HalfLife_seconds,MassExcess_keV,OctonionicAnomalyIndex,IsMagic
86,75,161,6.411,1.5438422695187122e-17,-40794.6,0.1378,0
88,75,163,6.153,45070100261.132805,-70204.4,0.2652,0
5,73,78,0.0,587999235.9695172,-68317.9,0.5204,0
15,105,120,0.0,0.00012442911977776115,-55717.6,0.5205,0
100,84,184,5.15,8.317511742591772e-06,-36700.9,0.1122,0
61,84,145,7.886,2.4332072601639666e+19,-52095.8,0.2483,0
16,67,83,2.233,35023173966280.7,-61735.7,0.536,0
44,139,183,4.536,3.1324173179498748e-19,-67987.5,0.1771,0
116,53,169,0.0,70380.58749803832,-54636.5,0.3319,0
109,57,166,1.063,1.0535885745876776e-09,-53483.0,0.3821,0
72,100,172,7.721,1.5001661231341267e+17,-38090.2,0.2266,0
38,142,180,3.756,2.0446467305498308e-09,-62497.5,0.4074,0
25,97,122,3.558,1184695498080.5322,-28902.8,0.4292,0
18,170,188,0.0,5.626076881797188e-05,-65547.4,0.4383,0
79,27,106,0.0,1.3590958762514179e-11,-52905.0,0.3811,0
106,0,106,0.0,9.984371495613551e-05,-70796.1,0.556,0
42,89,131,7.119,8171.852818784033,-67615.1,0.3187,0
49,58,107,8.436,1.9684381896061237e-20,-102413.4,0.1413,0
95,30,125,0.0,10309344035.27554,-46995.5,0.383,0
55,123,178,7.171,494891644.4883828,-93111.8,0.3051,0
94,29,123,0.0,4.658494646505196e+18,-60295.7,0.5607,0
114,48,162,0.0,6.737572287590832e-12,-42415.7,0.345,0
21,144,165,0.0,0.059741163917893116,-58655.5,0.5135,0
18,61,79,4.511,8.519916161860026e+18,-47758.7,0.4452,0
66,68,134,7.489,1.9305598537214048e-20,-89603.0,0.063,0
103,68,171,3.056,1.18957923290986e-06,-56617.6,0.2533,0
65,91,156,8.725,2.861420056664082e+18,-24427.5,0.2772,0
49,8,57,0.0,2.710474564261322e+17,-75515.9,0.4563,1
50,140,190,5.671,29894808454.25803,-53198.3,0.3415,1
49,35,84,5.601,3140374301912966.5,-59917.6,0.2765,0
21,91,112,2.578,1.1920719963492926e+17,-49782.4,0.5363,0
20,24,44,8.133,1.4465438855881507e-09,-37908.2,0.0521,1
105,39,144,0.0,1.5164678226661005e-14,-40118.7,0.2448,0
55,108,163,7.541,327562950.0879082,-28183.5,0.1708,0
113,86,199,4.192,585185845284.8634,-38217.5,0.2942,0
7,117,124,0.0,2.0196678421358445e-10,-49504.7,0.609,0
17,68,85,2.574,6.559345650238986e+19,-43510.8,0.4312,0
81,38,119,0.685,1.2538989172204552e+19,-56708.0,0.4861,0
88,28,116,0.0,1.2315219088989987e-11,-12623.6,0.3762,1
18,169,187,0.0,6.584161322811936e-14,-62199.7,0.4141,0
9,14,23,6.922,1.9749927742196295e-19,-46452.4,0.0564,0
27,108,135,2.944,9.44754984655723e-12,-36026.2,0.2787,0
59,95,154,8.117,854871.9985763466,-108089.3,0.2138,0
46,26,72,4.878,795789259227215.2,-23931.3,0.3212,0
95,33,128,0.0,7.616276680159792e-06,-51834.1,0.3509,0
9,178,187,0.0,4.622626832203659e+18,-55835.2,0.5667,0
107,77,184,3.976,32416659.15403438,-31208.4,0.2219,0
38,54,92,8.536,1.3769801586997506e-06,-60474.6,0.1076,0
5,107,112,0.0,4.901361541000443e-13,-76418.5,0.417,0
94,16,110,0.0,435900875.87821543,-72208.5,0.4886,0
34,44,78,8.737,3830426108.0265746,-39827.8,0.1447,0
78,69,147,6.598,5.0526311738363636e-12,-25898.1,0.1821,0
66,3,69,0.0,3.8250839631849156e-17,-69851.1,0.5706,0
83,68,151,5.668,445739604253085.7,-49421.5,0.2525,0
68,100,168,8.392,5.266141977123765e-18,-72743.6,0.076,0
108,88,196,5.246,62310812809704.35,-42331.3,0.3372,0
104,80,184,4.5,115507616.98905258,-50397.5,0.2442,0
52,91,143,8.3,1.4580937179479004e-08,-34795.7,0.1176,0
58,139,197,6.903,1204317731.3016365,-36372.8,0.2304,0
12,12,24,8.199,9.696941855528322e-10,-18862.4,0.0,0
11,125,136,0.0,3630984814297402.5,-11033.1,0.6694,0
34,66,100,7.126,1.8644206757157123e-13,-51657.2,0.0858,0
50,139,189,5.831,2.1447186250895757e-15,-62059.3,0.2276,1
70,129,199,7.687,0.0035152865900732167,-34082.9,0.1681,0
49,51,100,7.984,4.19086740599968e-10,-62241.1,0.1164,0
18,165,183,0.0,4.0228145903846144e-10,-50151.7,0.4769,0
102,34,136,0.0,0.34809569927857487,-8735.1,0.4159,0
80,58,138,5.229,1.4569605940312794e-15,-33016.0,0.2202,0
94,57,151,3.51,72568.63620089465,-55784.6,0.2085,0
47,52,99,8.238,7009660574107.909,-69674.5,0.1761,0
48,94,142,7.788,770.6877772834085,-54765.4,0.1337,0
3,63,66,0.0,8.472202090859056e+19,-27887.7,0.5852,0
66,90,156,7.838,4.689259412777008e-17,-34953.5,0.1399,0
63,98,161,7.602,51886520187.072395,-44707.7,0.2529,0
63,50,113,6.959,7.598515076114853e-17,-47172.9,0.0466,1
74,68,142,6.946,234883209331.87112,-27207.7,0.2273,0
111,69,180,2.592,3.5896459254975788e+16,-38530.5,0.423,0
90,101,191,7.181,5.273139987090363e-07,-52958.8,0.0722,0
16,164,180,0.0,3.86985688388506e-15,-50092.4,0.5152,0
66,89,155,8.001,35774491599970.58,-80259.1,0.2013,0
117,70,187,2.14,5.008711594925374e-13,-38962.3,0.3119,0
20,7,27,0.646,4.963693216068517e-07,-26421.0,0.2862,1
26,137,163,1.173,1983.3669658759989,-59899.3,0.4281,0
118,36,154,0.0,41108071529140.97,-62517.7,0.5752,0
97,72,169,4.874,2.3032207347100007e-09,-82625.5,0.1659,0
92,91,183,7.049,5303342222880572.0,-27367.2,0.157,0
58,45,103,6.834,1.708206819590066e-08,-37445.9,0.2039,0
87,73,160,5.387,1.3893936487904152e-07,-46487.6,0.0747,0
53,65,118,8.646,6.786681066879556e-18,-28651.7,0.1161,0
22,36,58,8.403,9.94350718581995e-09,-50079.6,0.1333,0
117,2,119,0.0,308182665.49256814,-60677.1,0.5209,1
108,44,152,0.0,1.0587204291923438,-61558.4,0.3168,0
16,14,30,8.122,21735848.896669198,-20662.5,0.1715,0
115,67,182,1.151,2.309822240259457e+19,-73883.8,0.3972,0
106,49,155,0.0,383.4981308954621,-43714.3,0.3703,0
7,48,55,0.0,5.623122385931778e-14,-44687.7,0.4712,0
36,31,67,7.89,11825016.22227746,-68558.4,0.1206,0
112,29,141,0.0,665480064915.0427,-68256.2,0.4581,0
53,99,152,7.936,4.720012276617169e-14,-23067.1,0.1014,0
22,65,87,5.445,141045.94418055424,-27114.1,0.3645,0
31,72,103,6.754,0.000980242799837798,-71031.1,0.193,0
48,141,189,5.145,875454390756.6761,-34114.0,0.3837,0
101,81,182,5.138,2.057480798027204e-05,-70803.9,0.2661,0
12,98,110,0.0,0.009353666434440345,-46762.2,0.5164,0
100,99,199,6.114,1065136098124218.8,-58960.7,0.1781,0
6,119,125,0.0,9.599592209191878e-09,-29108.8,0.476,0
103,79,182,4.795,2.612119118997477e+17,-33623.9,0.3215,0
20,57,77,5.206,14305185.293657357,-64995.5,0.2716,1
98,4,102,0.0,2.6905069856934965e-15,-60132.1,0.484,0
30,113,143,3.861,1.3571388614037478e-05,-61689.1,0.3256,0
62,2,64,0.0,153937.28065856284,-73737.6,0.5052,1
44,54,98,8.663,1256270378.966641,-68245.9,0.1221,0
77,109,186,8.15,0.21153674753923532,-46823.4,0.0899,0
56,126,182,7.382,6.727664527164964e-18,-77576.1,0.1786,1
13,2,15,0.0,0.09579492569613962,-55550.9,0.4849,1
43,48,91,8.357,14865.406610001937,-31250.5,0.0539,0
85,99,184,8.068,5.5255597121880905e-17,-64665.3,0.06,0
30,7,37,0.0,3746059.440302377,-67383.9,0.5023,0
96,25,121,0.0,0.0025805303278223102,-78356.9,0.432,0
29,166,195,0.469,1315634640816074.8,-41251.2,0.506,0
72,4,76,0.0,0.00404774502698413,-47393.5,0.4826,0
5,21,26,0.409,111114004.24600646,-48794.8,0.4893,0
48,129,177,6.592,4.679938271422183e+16,-54513.1,0.4353,0
88,17,105,0.0,4.927548543170104e-13,2763.5,0.372,0
70,5,75,0.0,0.29725452718878825,-46349.7,0.5398,0
51,103,154,7.565,0.007498386256500924,-66045.6,0.1486,0
79,51,130,4.551,0.0001791798788244317,-46047.0,0.2335,0
34,34,68,8.107,2.415660261411111e+19,-49288.7,0.1535,0
113,18,131,0.0,2.394940028533614e-16,-75160.5,0.5041,0
94,67,161,4.782,38017.04966881194,-27883.3,0.1697,0
48,23,71,2.652,3.763493641963598e-05,-32049.1,0.3532,0
46,28,74,4.985,0.00027867058569425233,-69001.3,0.0986,1
87,65,152,4.849,16219129.194379464,-55882.0,0.2533,0
67,77,144,8.044,9140275917511670.0,-67713.2,0.1637,0
65,26,91,0.184,7.693384537249591e+17,-21861.3,0.4844,0
100,27,127,0.0,1.0875609049687974e-12,-39046.9,0.4429,0
9,84,93,0.0,1.2314112998073078e+18,-2232.6,0.6868,0
94,45,139,0.626,1.9528790967611366e+17,-55470.0,0.5219,0
5,179,184,0.0,47.930497761049,-51618.3,0.3878,0
38,147,185,3.562,40360263639.27015,-10063.0,0.3677,0
97,0,97,0.0,7.860578048388284e-14,-44181.1,0.5979,0
25,56,81,6.889,8.240206112756449e-18,-38871.6,0.1435,0
47,130,177,6.057,78004.41118953525,-37470.7,0.3128,0
88,49,137,2.84,2.6730452435735355e-10,-39039.1,0.2659,0
44,136,180,5.167,1.1903376183460595e-16,-49383.9,0.2821,0
60,14,74,0.0,2.674862012199704e-11,-75295.3,0.4701,0
49,145,194,5.547,461134424011252.06,-69888.6,0.3977,0
16,28,44,7.634,1.7603300704846059,-44690.7,0.1478,1
14,92,106,0.0,5.856252370098858e-05,-50484.7,0.5309,0
77,81,158,7.807,18952288881279.266,-50675.3,0.0992,0
61,16,77,0.0,5.139325205470915e+16,-45899.7,0.5907,0
34,83,117,6.652,84471006675.516,-49080.8,0.3207,0
61,126,187,7.214,2.620516430564524e-12,-35307.3,0.1624,1
16,167,183,0.0,7842857.374948324,-59845.8,0.489,0
32,40,72,8.415,0.795530939945541,-30940.0,0.052,0
9,91,100,0.0,0.3725378828011841,-35316.4,0.5471,0
101,69,170,3.652,4.820267930419467e+16,-71324.3,0.4694,0
14,181,195,0.0,0.001430130193632481,-59049.6,0.4768,0
96,16,112,0.0,5.865148116769478,-59348.6,0.4541,0
24,108,132,2.679,7.266417607475219e-08,-38837.3,0.3807,0
99,63,162,3.633,3.326343784261322e-19,-45709.3,0.3233,0
30,52,82,8.052,30653394028431.605,-67386.1,0.2669,0
94,86,180,6.614,4.0386060926158124e-16,-15089.0,0.1624,0
37,28,65,6.799,5.262115282168027e-20,-48486.1,0.0805,1
50,22,72,1.688,95186903064137.28,-91088.8,0.5016,1
66,122,188,7.501,18262771655.734806,-43182.6,0.2756,0
67,77,144,7.657,1.6373696250871361,-70646.9,0.1351,0
10,170,180,0.0,4.3059966664782426e-20,-50251.6,0.5441,0
92,77,169,5.931,0.010059278140740742,-43772.1,0.0757,0
21,145,166,0.0,1.5148551110544694e-18,-60442.6,0.4763,0
86,77,163,6.82,290.92450797120296,-59062.2,0.1088,0
2,142,144,0.0,4.500586211867031e-16,-41355.7,0.5209,1
115,5,120,0.0,1.8758646917011098e-10,-48929.2,0.5736,0
106,34,140,0.0,361247589120.237,-53511.4,0.5264,0
53,131,184,6.596,1.0675580990619152e-06,-36581.8,0.2608,0
30,71,101,6.256,1.1387221210962971e-14,-79011.0,0.265,0
92,38,130,0.0,4.665265277543975e-06,-44643.1,0.3334,0
114,3,117,0.0,1.3401909535004382,-61850.0,0.5285,0
108,19,127,0.0,2.3246809662038955e-14,-70267.4,0.3685,0
87,6,93,0.0,6.9640537199699455e-12,-36981.6,0.5114,0
115,81,196,4.188,5.863029334417147e-14,-47582.8,0.1655,0
39,118,157,4.952,4.2094409775406507e-16,-74128.3,0.2693,0
28,122,150,2.518,28291275253752.992,-57346.4,0.4192,1
30,21,51,6.713,1.8065791633663422e+19,-25400.2,0.2837,0
93,93,186,6.6,6832749.201422619,-61440.0,0.2541,0
74,97,171,8.378,95234885360596.23,-18063.0,0.2783,0
96,26,122,0.0,3.1460889616026254e-18,-70123.3,0.317,0
32,16,48,4.175,0.012263205445751152,-51395.1,0.2413,0
71,53,124,5.512,529573682810104.6,-56531.8,0.3231,0
55,45,100,6.986,3.5047702176805486e-14,-53472.4,0.1332,0
92,39,131,0.161,3.2706395174870462e-06,-28258.0,0.3836,0
33,109,142,4.238,1.2615724491830067e-09,-32258.4,0.3236,0
21,84,105,3.006,2.3704776096230723e-17,-27126.5,0.4141,0
13,64,77,0.895,0.004936490686791211,-65345.9,0.3674,0
11,11,22,8.204,723671834828495.2,-79152.5,0.1435,0
53,55,108,7.923,0.026821734171446645,-59068.3,0.0305,0
77,51,128,4.4,1093628.473065488,-56227.0,0.3198,0
80,6,86,0.0,1.969305913491378e-20,-35329.0,0.4804,0
55,105,160,7.683,0.007436131485089257,-38235.9,0.1696,0
98,76,174,4.955,0.042562105776046695,-46215.9,0.1687,0
93,27,120,0.0,1076731749236.7625,-48773.5,0.6205,0
33,19,52,5.271,5.100864508069203e-13,-35224.1,0.2942,0
25,76,101,5.284,529748234.78723836,-37930.9,0.355,0
107,53,160,0.59,1.2990984078330732e-19,-2112.8,0.3253,0
38,66,104,7.646,4.712720662469029e+19,-35156.1,0.2824,0
86,7,93,0.0,54454545.44585281,-60408.8,0.4591,0
23,105,128,2.055,0.004120680296204885,-21816.2,0.4081,0
114,19,133,0.0,8.09800727713881,-43952.8,0.4683,0
93,104,197,7.085,8398983256.716556,-62294.4,0.1533,0
17,78,95,1.634,2.643017627596055e-05,-76821.3,0.4135,0
96,5,101,0.0,3.4262785616269115e+19,-63857.3,0.6641,0
102,53,155,1.235,3.0891708502713176e-05,-60128.2,0.3155,0
116,30,146,0.0,4.478753455764943e+17,-49174.3,0.611,0
92,69,161,5.58,3.887570997816074e-16,-8910.2,0.1731,0
46,21,67,2.17,6.941863958196777e-20,-30874.1,0.43,0
75,117,192,7.671,116.82040626800739,-50532.1,0.0697,0
46,55,101,8.251,4.463598911939952e-13,-77839.2,0.1786,0
38,161,199,3.479,119886461564663.84,-52483.2,0.3981,0
49,137,186,5.55,0.009190427365357108,-45519.9,0.3392,0
47,33,80,6.464,40.1026319897937,-22682.7,0.2132,0
67,81,148,8.316,2.463635964054825e-06,-42030.1,0.0896,0
16,145,161,0.0,3.523924127549384e-14,-50567.2,0.4766,0
71,109,180,7.941,3.375805520275137e-11,-71269.3,0.0317,0
116,23,139,0.0,9.388528600330188,-55424.7,0.4634,0
71,121,192,7.937,44085153525871.414,-48193.7,0.2409,0
68,22,90,0.0,1.8438576762261176e-12,-54396.9,0.4708,0
103,14,117,0.0,30.43254154761997,-35117.0,0.5588,0
29,15,44,4.591,1551745386.8231504,-44541.7,0.2954,0
8,76,84,0.0,216160466424452.44,-58399.9,0.5358,1
70,60,130,6.746,2.8428567694730858e-18,-27850.9,0.165,0
70,112,182,8.384,228.10227186913508,-45132.1,0.0459,0
73,24,97,0.0,4.239001683393669e-11,-25740.0,0.4445,0
65,76,141,8.276,0.22312760077853858,-70570.5,0.0464,0
105,77,182,4.521,1.1589041070342016e-20,-85008.2,0.2271,0
17,85,102,1.032,20630.652467465326,-16526.0,0.4136,0
4,163,167,0.0,1738017.6644919096,-48609.7,0.6437,0
39,160,199,2.913,1.3816394913010699e-17,-40798.9,0.379,0
84,28,112,0.0,1855063522050674.5,-89101.0,0.4772,1
46,112,158,6.417,0.06730386110308546,-54560.6,0.3049,0
24,66,90,5.967,9119283057.923315,-56737.9,0.3028,0
28,171,199,0.095,6.7648479898636264e+16,-29997.4,0.6616,1
57,86,143,8.585,8.539844681182553,-60119.3,0.1636,0
43,118,161,5.907,604848703916015.6,-65486.0,0.4099,0
6,64,70,0.0,9.700397290154213e-13,-60140.2,0.5001,0
51,101,152,6.872,0.00017974474866259144,8713.2,0.1423,0
60,45,105,6.381,51896385.12697063,-59465.5,0.2993,0
11,35,46,4.005,3.434815695272714e-15,-43843.4,0.4209,0
58,127,185,6.645,0.00019189832110347733,-37039.9,0.1594,0
43,66,109,8.604,4.167277717257787e-17,-84565.9,0.1212,0
92,9,101,0.0,0.003317965408844624,-56169.4,0.4222,0
84,97,181,6.947,7.029897560571611,-41295.2,0.2076,0
1,129,130,0.0,1.6992023518119944e-08,-59571.5,0.6102,0
97,23,120,0.0,2032800513565.749,-76717.2,0.5635,0
26,79,105,5.197,12411609446.616802,-57305.4,0.3623,0
81,57,138,4.875,0.00010846394719114675,-29171.1,0.1358,0
3,137,140,0.0,12064590.77059769,-36818.9,0.6041,0
32,25,57,7.741,2981346.738739331,-27583.0,0.1372,0
2,80,82,0.0,1.4395819494260024e-05,-40866.2,0.4661,1
49,128,177,5.629,1.5735136902898243e+17,-9726.0,0.4159,0
40,44,84,8.416,226986615.8854262,-56253.4,0.1541,0
73,5,78,0.0,3.7462442698940274e-17,-80009.4,0.4942,0
69,15,84,0.0,6959.16676900966,-25325.5,0.4587,0
61,124,185,7.176,2.895668989971634e+18,-53603.6,0.3997,0
82,106,188,7.716,2.7502822597884095e-14,-39194.2,0.0996,1
18,87,105,1.452,3.450687386972951e+17,-28316.0,0.5569,0
10,64,74,0.0,8014660381.097204,-30139.2,0.5456,0
87,70,157,5.444,9.29880205366373e-14,-64483.7,0.1586,0
97,50,147,1.1,7.959757289509239e+18,-46959.0,0.5244,1
36,163,199,2.907,26870.217744791644,-68060.4,0.3601,0
85,27,112,0.0,1.8909971812923117e-14,-41576.5,0.3526,0
1,38,39,0.0,123.83970105606961,-80826.2,0.5841,0
20,137,157,0.0,0.000258054904634612,-28151.6,0.383,1
77,0,77,0.0,34221969.2359426,-67522.6,0.5636,0
23,108,131,1.872,1.922928507011396e-18,-68551.1,0.3912,0
99,60,159,2.798,0.0021381456816979886,-37146.9,0.3016,0
10,7,17,5.783,91159826882.54791,-72511.7,0.2511,0
37,128,165,4.754,2.646289683904496e-11,-53140.7,0.4025,0
74,33,107,1.014,7.757229612738448e-13,-61142.6,0.3754,0
117,71,188,1.819,1.8271587593897162e+17,-49504.0,0.3682,0
8,73,81,0.0,2.3757207496890335e-14,-80250.6,0.423,1
68,69,137,7.177,7.403102285706542e-18,-47942.8,0.1002,0
113,69,182,2.703,1.017673512207757e-09,-79529.3,0.2744,0
26,55,81,7.423,2.2920471822601156e+16,-87855.2,0.3307,0
13,65,78,0.593,3.6226033833334637e-10,-59295.9,0.5177,0
32,58,90,7.83,0.0024385178144868745,-60530.6,0.1365,0
40,121,161,5.517,1.7198573655136906e-12,-65406.5,0.2592,0
10,174,184,0.0,1.8589041207764262e+17,-61406.3,0.588,0
80,34,114,0.0,1.0725227128651132e+16,-34440.6,0.4824,0
34,53,87,8.604,2.9203652755416027e-16,-46270.8,0.1124,0
82,29,111,0.0,225768494291559.53,-54084.4,0.5166,1
108,85,193,5.026,1.7344924794053904e-11,-41628.5,0.192,0
62,93,155,8.265,1.0533831899106538e-12,-51200.8,0.0914,0
75,51,126,4.664,1.4949405704997995e-05,-45695.6,0.2418,0
47,93,140,7.697,41889.47599698666,-78138.9,0.2071,0
76,72,148,6.917,83718580.52639383,-78208.5,0.2181,0
77,38,115,1.478,8.034268487991647e+17,-54069.2,0.3542,0
117,65,182,1.12,0.8278348462112045,-30855.3,0.2836,0
97,13,110,0.0,449.6920467025861,-47505.0,0.4724,0
13,46,59,3.405,6.380708053494636e-20,-53397.0,0.424,0
8,2,10,0.0,447330.35571289156,-51643.2,0.3398,1
62,48,110,6.201,17.930736541746032,-39424.5,0.1541,0
15,81,96,0.259,50370940355389.21,-57689.1,0.6236,0
71,14,85,0.0,9.061314242265398e-13,-62524.5,0.4584,0
56,74,130,8.23,1.3899684586292258e-06,-72101.3,0.128,0
22,19,41,7.631,699697374.974457,-77056.5,0.1116,0
57,86,143,8.085,153024521987237.5,-26466.1,0.2095,0
3,101,104,0.0,2.4283443459941375e-14,-54235.7,0.5766,0
82,66,148,6.206,2.8425606067403066e-11,-38750.3,0.0404,1
5,70,75,0.0,39905518.46087029,-81662.5,0.509,0
111,75,186,3.096,4.168018836956103e-20,-33964.8,0.2575,0
23,22,45,7.903,6.955227536238811e-20,-34995.0,0.0386,0
18,50,68,5.505,0.5415811275402378,-23981.2,0.1675,1
105,9,114,0.0,2.3767831070994805e-10,-64241.4,0.6085,0
75,11,86,0.0,1.7018189479972723,-80957.5,0.488,0
96,48,144,0.865,647908924220.9172,-53149.4,0.3646,0
69,104,173,8.026,0.414919522510884,-34497.7,0.144,0
14,0,14,0.0,0.00014422858147041456,-56604.5,0.5486,0
47,13,60,0.0,3.2559800323136526e-07,-8051.8,0.3504,0
74,98,172,7.794,7.408478615572631,-53493.4,0.1269,0
64,115,179,7.572,839624.476336834,-104782.8,0.1356,0
41,154,195,4.072,4.3392832156887084e-17,-45511.7,0.3584,0
17,94,111,0.768,26476965139478.41,-84855.4,0.4695,0
31,134,165,2.865,1.3416944333028322e-19,-40276.6,0.3573,0
39,155,194,3.503,0.00020970967351167276,-45588.3,0.3554,0
56,75,131,7.92,1496154921528.5093,-46324.0,0.1881,0
92,22,114,0.0,0.00025173956051276365,-48136.8,0.3954,0
113,56,169,0.078,9.55577613194135e-08,-51697.2,0.3581,0
90,71,161,5.222,0.28687683819163495,-40467.0,0.2008,0
9,30,39,3.31,5782832.494022526,-42971.9,0.3652,0
52,33,85,5.343,14208509406.598516,-44031.0,0.2597,0
97,31,128,0.0,62942607204.06957,-56389.8,0.5128,0
78,18,96,0.0,3.778889845698937e-08,-22816.2,0.5175,0
26,91,117,4.214,0.9608565058316232,-9027.4,0.2685,0
53,77,130,8.089,0.20920136493391572,-66116.0,0.1125,0
91,82,173,6.576,1.0912073069342648e-16,-47919.6,0.0852,1
82,107,189,7.282,1.8109389810663365e+19,-69135.4,0.2021,1
68,73,141,7.51,0.13182015020586182,-76107.2,0.0884,0
89,48,137,2.257,3.32750497433611e-16,-53940.0,0.3295,0
112,2,114,0.0,46.81799356866242,-42805.2,0.4771,1
8,37,45,0.65,2.6343589019834944e-15,-39826.8,0.3285,1
41,82,123,7.586,2.2038655397487642e-13,-61283.9,0.0567,1
31,22,53,6.802,7.909639628687906e-15,-84929.3,0.2088,0
57,16,73,0.0,3.22243833340888e+17,-60869.5,0.531,0
109,89,198,5.041,2.3572824913080706e-20,-37744.2,0.1387,0
73,58,131,6.143,3.4846655147783916e-07,-2964.6,0.1202,0
55,13,68,0.0,5985688978989.71,-12025.3,0.441,0
102,93,195,6.101,5519094.173119493,-52670.2,0.186,0
4,156,160,0.0,1.5007302713241584e+17,-54411.0,0.5973,0
81,35,116,0.607,1.929333820753616e+19,-63199.5,0.5542,0
1,117,118,0.0,6231811935.343296,-68045.3,0.519,0
69,35,104,1.907,8.538018629897497e-16,-45812.0,0.2776,0
21,59,80,5.282,1.5223502755560135e-16,-47095.1,0.2789,0
41,157,198,3.968,183862621937246.7,-89473.1,0.4786,0
88,5,93,0.0,2.6824644040122238e-14,-69528.0,0.4043,0
2,72,74,0.0,1.4502950195865056e-15,-83127.6,0.4582,1
17,48,65,5.004,372929026154.7805,-32936.0,0.2734,0
20,23,43,8.602,3.749562194361006e+19,-47855.8,0.1606,1
65,87,152,7.699,130214024.57126646,6669.9,0.2181,0
91,11,102,0.0,870.3031504330218,-40958.6,0.4895,0
109,52,161,0.0,15410877798131.691,-73164.3,0.4084,0
75,29,104,0.0,8.25800611172676e-16,-19410.2,0.4348,0
112,26,138,0.0,0.7108942803356367,-52123.9,0.3759,0
100,18,118,0.0,2.495538863813349e+19,-42423.3,0.6387,0
65,99,164,7.728,1850052068.4632967,-58901.0,0.2163,0
75,60,135,6.102,1.690534955465298e-16,-46186.1,0.2443,0
72,42,114,3.22,3.319200060304631e-10,-63139.1,0.236,0
13,18,31,7.748,21746004.930134527,-49599.6,0.2812,0
86,81,167,6.79,57201.380544850756,-26787.8,0.172,0
11,160,171,0.0,8.792224680465234e-07,-58028.5,0.522,0
48,125,173,6.623,3606881258.635633,-8845.7,0.2949,0
90,5,95,0.0,38507097.655774616,-31392.6,0.502,0
12,22,34,7.413,2529.954175275205,-115925.1,0.1401,0
88,54,142,4.586,7.03411481292977e-18,-52736.0,0.1775,0
45,0,45,0.0,54.479622290149194,-23817.3,0.517,0
44,9,53,0.0,44684.98565306175,-76575.9,0.471,0
28,115,143,2.291,1.0587638119551355e-16,-60361.4,0.3857,1
56,22,78,0.03,2.811721421231027e-09,-77504.5,0.3712,0
95,58,153,2.944,1.5277676361590152e-09,-63954.4,0.2739,0
4,13,17,1.479,13944574250.492062,-40610.9,0.4829,0
68,20,88,0.0,5063526902958545.0,-40611.8,0.5794,1
11,28,39,5.156,9.04040715878425e+19,-79575.5,0.4495,1
61,21,82,0.0,5.392854538625157e-06,-54574.7,0.3264,0
113,11,124,0.0,1075307.8936004203,-81423.0,0.5961,0
29,68,97,5.958,0.7703555729405172,-43740.1,0.2325,0
114,51,165,0.0,3.3870579359925947e-15,-53522.7,0.2196,0
96,12,108,0.0,2.862220670912009e+18,-14546.2,0.6846,0
24,150,174,0.06,601.5829589119221,-37082.2,0.4318,0
52,131,183,6.439,7.163844235216908e+17,-71250.2,0.2827,0
90,32,122,0.0,1.6517488830521046e+17,-26380.2,0.5419,0
116,41,157,0.0,1.8000068346536354e-18,-63563.0,0.3985,0
51,15,66,0.0,1395102997.1013563,-25459.3,0.4032,0
97,23,120,0.0,7.755712474900307e-10,-26945.4,0.4902,0
22,160,182,0.0,41467707055194.23,-30571.6,0.6134,0
84,71,155,5.673,4.730721440282457e-13,-79895.1,0.1558,0
106,92,198,5.402,7.368732583755886e-19,-64331.5,0.1916,0
94,83,177,6.175,0.000227556596889291,-47648.4,0.1091,0
95,36,131,0.0,0.009637319127079309,-49302.2,0.3164,0
86,89,175,6.687,5.091641649855364e-09,-24825.8,0.0254,0
72,31,103,0.211,9.815500075149927e-10,-58901.3,0.3775,0
116,83,199,4.196,8.347823993574555e-09,-32558.7,0.1361,0
92,42,134,0.054,4.6315260145382344e+16,-29731.1,0.5464,0
21,21,42,8.976,0.0004988056405197115,-42141.7,0.0588,0
1,5,6,0.0,5.75223033983751e+17,-59503.0,0.6419,0
25,68,93,5.457,289091607576.64294,-60909.8,0.3814,0
57,15,72,0.0,72910326361.94011,-46166.6,0.5184,0
78,106,184,8.092,42086703555344.76,-56738.0,0.1898,0
29,143,172,1.68,1.0565113015062941e-18,-38538.1,0.3611,0
12,168,180,0.0,17458401.188397877,-24304.1,0.5142,0
82,49,131,3.393,3.213224468224612e-16,-60557.7,0.2046,1
56,45,101,6.79,85620.41930659974,-55829.8,0.0705,0
98,54,152,1.804,3.219084635387307e-10,-39950.0,0.2522,0
87,99,186,8.002,144615804183.97424,-53519.0,0.2406,0
65,11,76,0.0,449794084.0440746,-55577.7,0.6307,0
7,68,75,0.0,7060935.654758404,-73048.5,0.5305,0
77,76,153,7.55,9.647986326342969e-14,-49828.5,0.1007,0
10,158,168,0.0,4.742108909316133e-10,-45956.7,0.5875,0
67,92,159,8.752,0.932644859800144,-65435.5,0.0783,0
60,39,99,5.073,5240.707369085415,-39309.1,0.238,0
115,79,194,3.568,5.743616740681733e-07,-35223.5,0.2904,0
14,103,117,0.0,31.27286123265661,-43595.7,0.4247,0
54,73,127,8.173,7.853364008789014e-18,-52710.5,0.1519,0
77,50,127,4.694,1.6366640677372077e-20,-48129.5,0.1794,1
40,37,77,8.032,6.998968989618799e-17,-35933.7,0.0771,0
107,59,166,1.227,1.0754257814824668e-20,-48250.5,0.3448,0
